year,round,driver_id,stop,lap,duration,race_name,circuit_id,driver_name,grid_position,finish_position,position_change,status,race_completed
2018,11,brendon_hartley,2,52,19.985,German Grand Prix,hockenheimring,Brendon Hartley,17,10,7,Finished,True
2018,11,vandoorne,2,52,19.621,German Grand Prix,hockenheimring,Stoffel Vandoorne,19,13,6,Finished,True
2018,11,raikkonen,2,53,19.988,German Grand Prix,hockenheimring,Kimi Räikkönen,3,3,0,Finished,True
2018,11,leclerc,3,46,20.653,German Grand Prix,hockenheimring,Charles Leclerc,9,15,-6,+1 Lap,True
2018,11,alonso,3,47,20.927,German Grand Prix,hockenheimring,Fernando Alonso,11,16,-5,Retired,False
2018,11,max_verstappen,3,48,19.087,German Grand Prix,hockenheimring,Max Verstappen,4,4,0,Finished,True
2018,11,hulkenberg,3,55,20.812,German Grand Prix,hockenheimring,Nico Hülkenberg,7,5,2,Finished,True
2018,11,grosjean,3,55,19.752,German Grand Prix,hockenheimring,Romain Grosjean,6,6,0,Finished,True
2018,11,kevin_magnussen,3,55,27.736,German Grand Prix,hockenheimring,Kevin Magnussen,5,11,-6,Finished,True
2018,11,sainz,3,56,20.530,German Grand Prix,hockenheimring,Carlos Sainz,8,12,-4,Finished,True
2018,12,ericsson,1,6,22.640,Hungarian Grand Prix,hungaroring,Marcus Ericsson,14,15,-1,+2 Laps,True
2018,12,raikkonen,1,14,24.471,Hungarian Grand Prix,hungaroring,Kimi Räikkönen,3,3,0,Finished,True
2018,12,bottas,1,15,21.337,Hungarian Grand Prix,hungaroring,Valtteri Bottas,2,5,-3,Finished,True
2018,12,perez,1,22,22.561,Hungarian Grand Prix,hungaroring,Sergio Pérez,19,14,5,+1 Lap,True
2018,12,hulkenberg,1,23,21.966,Hungarian Grand Prix,hungaroring,Nico Hülkenberg,13,12,1,+1 Lap,True
2018,12,brendon_hartley,1,24,21.831,Hungarian Grand Prix,hungaroring,Brendon Hartley,8,11,-3,+1 Lap,True
2018,12,hamilton,1,25,21.480,Hungarian Grand Prix,hungaroring,Lewis Hamilton,1,1,0,Finished,True
2018,12,sainz,1,25,21.914,Hungarian Grand Prix,hungaroring,Carlos Sainz,5,9,-4,+1 Lap,True
2018,12,grosjean,1,29,21.733,Hungarian Grand Prix,hungaroring,Romain Grosjean,10,10,0,+1 Lap,True
2018,12,kevin_magnussen,1,31,25.126,Hungarian Grand Prix,hungaroring,Kevin Magnussen,9,7,2,+1 Lap,True
2018,12,sirotkin,1,31,21.509,Hungarian Grand Prix,hungaroring,Sergey Sirotkin,20,16,4,+2 Laps,True
2018,12,gasly,1,32,21.684,Hungarian Grand Prix,hungaroring,Pierre Gasly,6,6,0,Finished,True
2018,12,vettel,1,39,23.111,Hungarian Grand Prix,hungaroring,Sebastian Vettel,4,2,2,Finished,True
2018,12,alonso,1,39,21.795,Hungarian Grand Prix,hungaroring,Fernando Alonso,11,8,3,+1 Lap,True
2018,12,ocon,1,39,22.258,Hungarian Grand Prix,hungaroring,Esteban Ocon,18,13,5,+1 Lap,True
2018,12,vandoorne,1,40,21.732,Hungarian Grand Prix,hungaroring,Stoffel Vandoorne,16,18,-2,Gearbox,False
2018,12,ricciardo,1,44,21.364,Hungarian Grand Prix,hungaroring,Daniel Ricciardo,12,4,8,Finished,True
2018,12,stroll,1,47,21.291,Hungarian Grand Prix,hungaroring,Lance Stroll,15,17,-2,+2 Laps,True
2018,12,raikkonen,2,38,21.829,Hungarian Grand Prix,hungaroring,Kimi Räikkönen,3,3,0,Finished,True
2018,12,hulkenberg,2,50,22.650,Hungarian Grand Prix,hungaroring,Nico Hülkenberg,13,12,1,+1 Lap,True
2018,13,vettel,1,1,19.582,Belgian Grand Prix,spa,Sebastian Vettel,2,1,1,Finished,True
2018,13,hamilton,1,1,19.372,Belgian Grand Prix,spa,Lewis Hamilton,1,2,-1,Finished,True
2018,13,perez,1,1,19.667,Belgian Grand Prix,spa,Sergio Pérez,4,5,-1,Finished,True
2018,13,ocon,1,1,19.582,Belgian Grand Prix,spa,Esteban Ocon,3,6,-3,Finished,True
2018,13,max_verstappen,1,1,19.942,Belgian Grand Prix,spa,Max Verstappen,7,3,4,Finished,True
2018,13,grosjean,1,1,20.280,Belgian Grand Prix,spa,Romain Grosjean,5,7,-2,Finished,True
2018,13,kevin_magnussen,1,1,20.021,Belgian Grand Prix,spa,Kevin Magnussen,9,8,1,Finished,True
2018,13,gasly,1,1,20.136,Belgian Grand Prix,spa,Pierre Gasly,10,9,1,Finished,True
2018,13,ericsson,1,1,19.711,Belgian Grand Prix,spa,Marcus Ericsson,13,10,3,+1 Lap,True
2018,13,sirotkin,1,1,19.791,Belgian Grand Prix,spa,Sergey Sirotkin,16,12,4,+1 Lap,True
2018,13,stroll,1,1,19.732,Belgian Grand Prix,spa,Lance Stroll,17,13,4,+1 Lap,True
2018,13,brendon_hartley,1,1,18.084,Belgian Grand Prix,spa,Brendon Hartley,11,14,-3,+1 Lap,True
2018,13,sainz,1,1,18.509,Belgian Grand Prix,spa,Carlos Sainz,14,11,3,+1 Lap,True
2018,13,bottas,1,1,20.349,Belgian Grand Prix,spa,Valtteri Bottas,19,4,15,Finished,True
2018,13,vandoorne,1,1,19.847,Belgian Grand Prix,spa,Stoffel Vandoorne,18,15,3,+1 Lap,True
2018,13,raikkonen,1,1,26.367,Belgian Grand Prix,spa,Kimi Räikkönen,6,17,-11,Brakes,False
2018,13,bottas,2,2,30.519,Belgian Grand Prix,spa,Valtteri Bottas,19,4,15,Finished,True
2018,13,vandoorne,2,2,22.706,Belgian Grand Prix,spa,Stoffel Vandoorne,18,15,3,+1 Lap,True
2018,13,raikkonen,2,7,35.451,Belgian Grand Prix,spa,Kimi Räikkönen,6,17,-11,Brakes,False
2018,13,hamilton,2,21,22.375,Belgian Grand Prix,spa,Lewis Hamilton,1,2,-1,Finished,True
2018,13,vettel,2,22,22.253,Belgian Grand Prix,spa,Sebastian Vettel,2,1,1,Finished,True
2018,13,sainz,2,22,23.857,Belgian Grand Prix,spa,Carlos Sainz,14,11,3,+1 Lap,True
2018,13,grosjean,2,23,23.248,Belgian Grand Prix,spa,Romain Grosjean,5,7,-2,Finished,True
2018,13,stroll,2,23,22.901,Belgian Grand Prix,spa,Lance Stroll,17,13,4,+1 Lap,True
2018,13,ocon,2,24,23.225,Belgian Grand Prix,spa,Esteban Ocon,3,6,-3,Finished,True
2018,13,sirotkin,2,24,22.339,Belgian Grand Prix,spa,Sergey Sirotkin,16,12,4,+1 Lap,True
2018,13,perez,2,25,23.157,Belgian Grand Prix,spa,Sergio Pérez,4,5,-1,Finished,True
2018,13,gasly,2,25,22.953,Belgian Grand Prix,spa,Pierre Gasly,10,9,1,Finished,True
2018,13,max_verstappen,2,26,22.341,Belgian Grand Prix,spa,Max Verstappen,7,3,4,Finished,True
2018,13,kevin_magnussen,2,26,24.304,Belgian Grand Prix,spa,Kevin Magnussen,9,8,1,Finished,True
2018,13,ericsson,2,26,22.558,Belgian Grand Prix,spa,Marcus Ericsson,13,10,3,+1 Lap,True
2018,13,brendon_hartley,2,31,29.316,Belgian Grand Prix,spa,Brendon Hartley,11,14,-3,+1 Lap,True
2018,13,vandoorne,3,28,23.389,Belgian Grand Prix,spa,Stoffel Vandoorne,18,15,3,+1 Lap,True
2018,13,bottas,3,29,22.399,Belgian Grand Prix,spa,Valtteri Bottas,19,4,15,Finished,True
2018,14,hulkenberg,1,1,25.234,Italian Grand Prix,monza,Nico Hülkenberg,20,13,7,+1 Lap,True
2018,14,ricciardo,1,1,24.805,Italian Grand Prix,monza,Daniel Ricciardo,19,17,2,Engine,False
2018,14,vettel,1,1,32.219,Italian Grand Prix,monza,Sebastian Vettel,2,4,-2,Finished,True
2018,14,ericsson,1,1,29.992,Italian Grand Prix,monza,Marcus Ericsson,18,15,3,+1 Lap,True
2018,14,kevin_magnussen,1,4,38.563,Italian Grand Prix,monza,Kevin Magnussen,11,16,-5,+1 Lap,True
2018,14,raikkonen,1,20,23.862,Italian Grand Prix,monza,Kimi Räikkönen,1,2,-1,Finished,True
2018,14,grosjean,1,23,24.779,Italian Grand Prix,monza,Romain Grosjean,6,20,-14,Disqualified,False
2018,14,vandoorne,1,24,24.094,Italian Grand Prix,monza,Stoffel Vandoorne,17,12,5,+1 Lap,True
2018,14,max_verstappen,1,26,24.003,Italian Grand Prix,monza,Max Verstappen,5,5,0,Finished,True
2018,14,hamilton,1,28,23.728,Italian Grand Prix,monza,Lewis Hamilton,3,1,2,Finished,True
2018,14,gasly,1,34,27.792,Italian Grand Prix,monza,Pierre Gasly,9,14,-5,+1 Lap,True
2018,14,leclerc,1,34,24.084,Italian Grand Prix,monza,Charles Leclerc,15,11,4,+1 Lap,True
2018,14,stroll,1,35,26.440,Italian Grand Prix,monza,Lance Stroll,10,9,1,+1 Lap,True
2018,14,bottas,1,36,23.763,Italian Grand Prix,monza,Valtteri Bottas,4,3,1,Finished,True
2018,14,sirotkin,1,37,25.245,Italian Grand Prix,monza,Sergey Sirotkin,12,10,2,+1 Lap,True
2018,14,ocon,1,38,24.827,Italian Grand Prix,monza,Esteban Ocon,8,6,2,Finished,True
2018,14,perez,1,39,25.655,Italian Grand Prix,monza,Sergio Pérez,14,7,7,Finished,True
2018,14,sainz,1,39,25.774,Italian Grand Prix,monza,Carlos Sainz,7,8,-1,Finished,True
2018,14,vettel,2,29,24.301,Italian Grand Prix,monza,Sebastian Vettel,2,4,-2,Finished,True
2018,14,hulkenberg,2,41,24.456,Italian Grand Prix,monza,Nico Hülkenberg,20,13,7,+1 Lap,True
2018,14,ericsson,2,42,25.575,Italian Grand Prix,monza,Marcus Ericsson,18,15,3,+1 Lap,True
2018,15,sirotkin,1,3,30.477,Singapore Grand Prix,marina_bay,Sergey Sirotkin,19,19,0,+2 Laps,True
2018,15,vettel,1,14,28.722,Singapore Grand Prix,marina_bay,Sebastian Vettel,3,3,0,Finished,True
2018,15,brendon_hartley,1,14,29.912,Singapore Grand Prix,marina_bay,Brendon Hartley,17,17,0,+1 Lap,True
2018,15,hamilton,1,15,28.946,Singapore Grand Prix,marina_bay,Lewis Hamilton,1,1,0,Finished,True
2018,15,hulkenberg,1,15,31.183,Singapore Grand Prix,marina_bay,Nico Hülkenberg,10,10,0,+1 Lap,True
2018,15,bottas,1,16,28.542,Singapore Grand Prix,marina_bay,Valtteri Bottas,4,4,0,Finished,True
2018,15,grosjean,1,16,29.517,Singapore Grand Prix,marina_bay,Romain Grosjean,8,15,-7,+1 Lap,True
2018,15,max_verstappen,1,17,29.681,Singapore Grand Prix,marina_bay,Max Verstappen,2,2,0,Finished,True
2018,15,perez,1,17,29.978,Singapore Grand Prix,marina_bay,Sergio Pérez,7,16,-9,+1 Lap,True
2018,15,raikkonen,1,22,29.513,Singapore Grand Prix,marina_bay,Kimi Räikkönen,5,5,0,Finished,True
2018,15,gasly,1,26,28.931,Singapore Grand Prix,marina_bay,Pierre Gasly,15,13,2,+1 Lap,True
2018,15,kevin_magnussen,1,26,29.408,Singapore Grand Prix,marina_bay,Kevin Magnussen,16,18,-2,+2 Laps,True
2018,15,ricciardo,1,27,28.779,Singapore Grand Prix,marina_bay,Daniel Ricciardo,6,6,0,Finished,True
2018,15,sainz,1,37,30.242,Singapore Grand Prix,marina_bay,Carlos Sainz,12,8,4,+1 Lap,True
2018,15,alonso,1,38,29.922,Singapore Grand Prix,marina_bay,Fernando Alonso,11,7,4,Finished,True
2018,15,leclerc,1,38,29.310,Singapore Grand Prix,marina_bay,Charles Leclerc,13,9,4,+1 Lap,True
2018,15,stroll,1,40,28.767,Singapore Grand Prix,marina_bay,Lance Stroll,20,14,6,+1 Lap,True
2018,15,vandoorne,1,43,30.234,Singapore Grand Prix,marina_bay,Stoffel Vandoorne,18,12,6,+1 Lap,True
2018,15,ericsson,1,44,28.860,Singapore Grand Prix,marina_bay,Marcus Ericsson,14,11,3,+1 Lap,True
2018,15,perez,2,33,30.561,Singapore Grand Prix,marina_bay,Sergio Pérez,7,16,-9,+1 Lap,True
2018,15,brendon_hartley,2,36,29.464,Singapore Grand Prix,marina_bay,Brendon Hartley,17,17,0,+1 Lap,True
2018,15,kevin_magnussen,2,36,30.711,Singapore Grand Prix,marina_bay,Kevin Magnussen,16,18,-2,+2 Laps,True
2018,15,sirotkin,2,45,34.022,Singapore Grand Prix,marina_bay,Sergey Sirotkin,19,19,0,+2 Laps,True
2018,15,perez,3,39,24.340,Singapore Grand Prix,marina_bay,Sergio Pérez,7,16,-9,+1 Lap,True
2018,15,kevin_magnussen,3,48,29.324,Singapore Grand Prix,marina_bay,Kevin Magnussen,16,18,-2,+2 Laps,True
2018,16,brendon_hartley,1,3,29.418,Russian Grand Prix,sochi,Brendon Hartley,20,20,0,Brakes,False
2018,16,alonso,1,5,30.348,Russian Grand Prix,sochi,Fernando Alonso,16,14,2,+1 Lap,True
2018,16,stroll,1,7,29.266,Russian Grand Prix,sochi,Lance Stroll,14,15,-1,+1 Lap,True
2018,16,grosjean,1,8,30.469,Russian Grand Prix,sochi,Romain Grosjean,9,11,-2,+1 Lap,True
2018,16,kevin_magnussen,1,9,29.904,Russian Grand Prix,sochi,Kevin Magnussen,5,8,-3,+1 Lap,True
2018,16,leclerc,1,10,30.397,Russian Grand Prix,sochi,Charles Leclerc,7,7,0,Finished,True
2018,16,ocon,1,10,30.642,Russian Grand Prix,sochi,Esteban Ocon,6,9,-3,+1 Lap,True
2018,16,sirotkin,1,10,29.912,Russian Grand Prix,sochi,Sergey Sirotkin,13,18,-5,+2 Laps,True
2018,16,ericsson,1,11,30.051,Russian Grand Prix,sochi,Marcus Ericsson,10,13,-3,+1 Lap,True
2018,16,vandoorne,1,11,29.636,Russian Grand Prix,sochi,Stoffel Vandoorne,15,16,-1,+2 Laps,True
2018,16,bottas,1,12,29.794,Russian Grand Prix,sochi,Valtteri Bottas,1,2,-1,Finished,True
2018,16,perez,1,12,29.924,Russian Grand Prix,sochi,Sergio Pérez,8,10,-2,+1 Lap,True
2018,16,vettel,1,13,29.798,Russian Grand Prix,sochi,Sebastian Vettel,3,3,0,Finished,True
2018,16,hamilton,1,14,29.551,Russian Grand Prix,sochi,Lewis Hamilton,2,1,1,Finished,True
2018,16,raikkonen,1,18,29.531,Russian Grand Prix,sochi,Kimi Räikkönen,4,4,0,Finished,True
2018,16,sainz,1,32,30.021,Russian Grand Prix,sochi,Carlos Sainz,11,17,-6,+2 Laps,True
2018,16,hulkenberg,1,35,30.625,Russian Grand Prix,sochi,Nico Hülkenberg,12,12,0,+1 Lap,True
2018,16,ricciardo,1,39,37.446,Russian Grand Prix,sochi,Daniel Ricciardo,18,6,12,Finished,True
2018,16,max_verstappen,1,43,29.370,Russian Grand Prix,sochi,Max Verstappen,19,5,14,Finished,True
2018,16,ericsson,2,37,30.146,Russian Grand Prix,sochi,Marcus Ericsson,10,13,-3,+1 Lap,True
2018,17,kevin_magnussen,1,2,29.007,Japanese Grand Prix,suzuka,Kevin Magnussen,12,20,-8,Collision damage,False
2018,17,leclerc,1,4,38.891,Japanese Grand Prix,suzuka,Charles Leclerc,10,18,-8,Mechanical,False
2018,17,sirotkin,1,4,23.660,Japanese Grand Prix,suzuka,Sergey Sirotkin,17,16,1,+1 Lap,True
2018,17,ericsson,1,5,23.244,Japanese Grand Prix,suzuka,Marcus Ericsson,20,12,8,+1 Lap,True
2018,17,stroll,1,14,23.657,Japanese Grand Prix,suzuka,Lance Stroll,14,17,-3,+1 Lap,True
2018,17,raikkonen,1,17,22.781,Japanese Grand Prix,suzuka,Kimi Räikkönen,4,5,-1,Finished,True
2018,17,max_verstappen,1,21,28.789,Japanese Grand Prix,suzuka,Max Verstappen,3,3,0,Finished,True
2018,17,bottas,1,23,22.777,Japanese Grand Prix,suzuka,Valtteri Bottas,2,2,0,Finished,True
2018,17,ricciardo,1,23,22.864,Japanese Grand Prix,suzuka,Daniel Ricciardo,15,4,11,Finished,True
2018,17,vandoorne,1,23,23.159,Japanese Grand Prix,suzuka,Stoffel Vandoorne,19,15,4,+1 Lap,True
2018,17,hamilton,1,24,22.614,Japanese Grand Prix,suzuka,Lewis Hamilton,1,1,0,Finished,True
2018,17,perez,1,24,23.635,Japanese Grand Prix,suzuka,Sergio Pérez,9,7,2,Finished,True
2018,17,ocon,1,26,23.316,Japanese Grand Prix,suzuka,Esteban Ocon,11,9,2,Finished,True
2018,17,vettel,1,26,22.748,Japanese Grand Prix,suzuka,Sebastian Vettel,8,6,2,Finished,True
2018,17,alonso,1,26,27.454,Japanese Grand Prix,suzuka,Fernando Alonso,18,14,4,+1 Lap,True
2018,17,brendon_hartley,1,28,23.110,Japanese Grand Prix,suzuka,Brendon Hartley,6,13,-7,+1 Lap,True
2018,17,grosjean,1,29,23.692,Japanese Grand Prix,suzuka,Romain Grosjean,5,8,-3,Finished,True
2018,17,gasly,1,29,23.376,Japanese Grand Prix,suzuka,Pierre Gasly,7,11,-4,+1 Lap,True
2018,17,hulkenberg,1,30,23.555,Japanese Grand Prix,suzuka,Nico Hülkenberg,16,19,-3,Engine,False
2018,17,sainz,1,32,23.477,Japanese Grand Prix,suzuka,Carlos Sainz,13,10,3,+1 Lap,True
2018,17,leclerc,2,35,26.672,Japanese Grand Prix,suzuka,Charles Leclerc,10,18,-8,Mechanical,False
2018,17,sirotkin,2,38,23.647,Japanese Grand Prix,suzuka,Sergey Sirotkin,17,16,1,+1 Lap,True
2018,17,stroll,2,39,29.804,Japanese Grand Prix,suzuka,Lance Stroll,14,17,-3,+1 Lap,True
2018,18,leclerc,1,1,34.812,United States Grand Prix,americas,Charles Leclerc,9,15,-6,Collision damage,False
2018,18,stroll,1,1,41.048,United States Grand Prix,americas,Lance Stroll,15,14,1,+2 Laps,True
2018,18,grosjean,1,1,35.104,United States Grand Prix,americas,Romain Grosjean,8,17,-9,Collision damage,False
2018,18,sirotkin,1,10,23.686,United States Grand Prix,americas,Sergey Sirotkin,14,13,1,+1 Lap,True
2018,18,vandoorne,1,10,24.065,United States Grand Prix,americas,Stoffel Vandoorne,17,11,6,+1 Lap,True
2018,18,gasly,1,10,23.865,United States Grand Prix,americas,Pierre Gasly,19,12,7,+1 Lap,True
2018,18,hamilton,1,11,23.693,United States Grand Prix,americas,Lewis Hamilton,1,3,-2,Finished,True
2018,18,raikkonen,1,21,23.714,United States Grand Prix,americas,Kimi Räikkönen,2,1,1,Finished,True
2018,18,max_verstappen,1,22,23.446,United States Grand Prix,americas,Max Verstappen,18,2,16,Finished,True
2018,18,ocon,1,22,24.534,United States Grand Prix,americas,Esteban Ocon,6,19,-13,Disqualified,False
2018,18,bottas,1,23,23.478,United States Grand Prix,americas,Valtteri Bottas,3,5,-2,Finished,True
2018,18,hulkenberg,1,23,24.681,United States Grand Prix,americas,Nico Hülkenberg,7,6,1,Finished,True
2018,18,sainz,1,24,29.319,United States Grand Prix,americas,Carlos Sainz,11,7,4,Finished,True
2018,18,perez,1,25,25.723,United States Grand Prix,americas,Sergio Pérez,10,8,2,Finished,True
2018,18,vettel,1,26,24.449,United States Grand Prix,americas,Sebastian Vettel,5,4,1,Finished,True
2018,18,brendon_hartley,1,27,23.819,United States Grand Prix,americas,Brendon Hartley,20,9,11,+1 Lap,True
2018,18,kevin_magnussen,1,30,23.723,United States Grand Prix,americas,Kevin Magnussen,12,20,-8,Disqualified,False
2018,18,ericsson,1,30,23.940,United States Grand Prix,americas,Marcus Ericsson,16,10,6,+1 Lap,True
2018,18,stroll,2,5,18.610,United States Grand Prix,americas,Lance Stroll,15,14,1,+2 Laps,True
2018,18,sirotkin,2,29,23.715,United States Grand Prix,americas,Sergey Sirotkin,14,13,1,+1 Lap,True
2018,18,gasly,2,36,24.219,United States Grand Prix,americas,Pierre Gasly,19,12,7,+1 Lap,True
2018,18,hamilton,2,37,23.915,United States Grand Prix,americas,Lewis Hamilton,1,3,-2,Finished,True
2018,18,vandoorne,2,40,24.195,United States Grand Prix,americas,Stoffel Vandoorne,17,11,6,+1 Lap,True
2018,18,stroll,3,38,24.296,United States Grand Prix,americas,Lance Stroll,15,14,1,+2 Laps,True
2018,19,ocon,1,1,27.806,Mexican Grand Prix,rodriguez,Esteban Ocon,11,11,0,+2 Laps,True
2018,19,brendon_hartley,1,1,22.055,Mexican Grand Prix,rodriguez,Brendon Hartley,14,14,0,+2 Laps,True
2018,19,gasly,1,5,22.570,Mexican Grand Prix,rodriguez,Pierre Gasly,20,10,10,+2 Laps,True
2018,19,stroll,1,10,24.451,Mexican Grand Prix,rodriguez,Lance Stroll,17,12,5,+2 Laps,True
2018,19,hamilton,1,11,22.269,Mexican Grand Prix,rodriguez,Lewis Hamilton,3,4,-1,Finished,True
2018,19,bottas,1,11,22.105,Mexican Grand Prix,rodriguez,Valtteri Bottas,5,5,0,+1 Lap,True
2018,19,sainz,1,11,22.660,Mexican Grand Prix,rodriguez,Carlos Sainz,8,19,-11,Suspension,False
2018,19,sirotkin,1,11,22.732,Mexican Grand Prix,rodriguez,Sergey Sirotkin,19,13,6,+2 Laps,True
2018,19,ricciardo,1,12,22.022,Mexican Grand Prix,rodriguez,Daniel Ricciardo,1,17,-16,Engine,False
2018,19,hulkenberg,1,12,23.037,Mexican Grand Prix,rodriguez,Nico Hülkenberg,7,6,1,+2 Laps,True
2018,19,vandoorne,1,12,22.174,Mexican Grand Prix,rodriguez,Stoffel Vandoorne,15,8,7,+2 Laps,True
2018,19,max_verstappen,1,13,22.175,Mexican Grand Prix,rodriguez,Max Verstappen,2,1,1,Finished,True
2018,19,leclerc,1,13,22.588,Mexican Grand Prix,rodriguez,Charles Leclerc,9,7,2,+2 Laps,True
2018,19,ericsson,1,16,31.406,Mexican Grand Prix,rodriguez,Marcus Ericsson,10,9,1,+2 Laps,True
2018,19,vettel,1,17,22.658,Mexican Grand Prix,rodriguez,Sebastian Vettel,4,2,2,Finished,True
2018,19,raikkonen,1,17,22.017,Mexican Grand Prix,rodriguez,Kimi Räikkönen,6,3,3,Finished,True
2018,19,perez,1,30,23.755,Mexican Grand Prix,rodriguez,Sergio Pérez,13,18,-5,Brakes,False
2018,19,kevin_magnussen,1,43,22.390,Mexican Grand Prix,rodriguez,Kevin Magnussen,16,15,1,+2 Laps,True
2018,19,grosjean,1,44,22.733,Mexican Grand Prix,rodriguez,Romain Grosjean,18,16,2,+3 Laps,True
2018,19,stroll,2,23,23.371,Mexican Grand Prix,rodriguez,Lance Stroll,17,12,5,+2 Laps,True
2018,19,brendon_hartley,2,24,23.553,Mexican Grand Prix,rodriguez,Brendon Hartley,14,14,0,+2 Laps,True
2018,19,gasly,2,26,23.055,Mexican Grand Prix,rodriguez,Pierre Gasly,20,10,10,+2 Laps,True
2018,19,ocon,2,30,22.756,Mexican Grand Prix,rodriguez,Esteban Ocon,11,11,0,+2 Laps,True
2018,19,vettel,2,47,21.777,Mexican Grand Prix,rodriguez,Sebastian Vettel,4,2,2,Finished,True
2018,19,hamilton,2,47,22.399,Mexican Grand Prix,rodriguez,Lewis Hamilton,3,4,-1,Finished,True
2018,19,max_verstappen,2,48,22.088,Mexican Grand Prix,rodriguez,Max Verstappen,2,1,1,Finished,True
2018,19,bottas,2,48,23.887,Mexican Grand Prix,rodriguez,Valtteri Bottas,5,5,0,+1 Lap,True
2018,19,grosjean,2,60,23.426,Mexican Grand Prix,rodriguez,Romain Grosjean,18,16,2,+3 Laps,True
2018,19,bottas,3,62,22.512,Mexican Grand Prix,rodriguez,Valtteri Bottas,5,5,0,+1 Lap,True
2018,20,alonso,1,15,33.753,Brazilian Grand Prix,interlagos,Fernando Alonso,17,17,0,+2 Laps,True
2018,20,sirotkin,1,16,23.273,Brazilian Grand Prix,interlagos,Sergey Sirotkin,14,16,-2,+2 Laps,True
2018,20,stroll,1,17,24.608,Brazilian Grand Prix,interlagos,Lance Stroll,19,18,1,+2 Laps,True
2018,20,bottas,1,18,22.955,Brazilian Grand Prix,interlagos,Valtteri Bottas,3,5,-2,Finished,True
2018,20,ericsson,1,18,23.377,Brazilian Grand Prix,interlagos,Marcus Ericsson,6,20,-14,Collision,False
2018,20,hamilton,1,19,22.641,Brazilian Grand Prix,interlagos,Lewis Hamilton,1,1,0,Finished,True
2018,20,gasly,1,22,23.757,Brazilian Grand Prix,interlagos,Pierre Gasly,9,13,-4,+1 Lap,True
2018,20,sainz,1,25,23.939,Brazilian Grand Prix,interlagos,Carlos Sainz,15,12,3,+1 Lap,True
2018,20,vettel,1,27,22.551,Brazilian Grand Prix,interlagos,Sebastian Vettel,2,6,-4,Finished,True
2018,20,vandoorne,1,28,22.618,Brazilian Grand Prix,interlagos,Stoffel Vandoorne,20,14,6,+1 Lap,True
2018,20,raikkonen,1,31,22.766,Brazilian Grand Prix,interlagos,Kimi Räikkönen,4,3,1,Finished,True
2018,20,grosjean,1,32,23.403,Brazilian Grand Prix,interlagos,Romain Grosjean,8,8,0,Finished,True
2018,20,max_verstappen,1,35,23.432,Brazilian Grand Prix,interlagos,Max Verstappen,5,2,3,Finished,True
2018,20,leclerc,1,35,23.593,Brazilian Grand Prix,interlagos,Charles Leclerc,7,7,0,Finished,True
2018,20,ricciardo,1,39,23.300,Brazilian Grand Prix,interlagos,Daniel Ricciardo,11,4,7,Finished,True
2018,20,perez,1,39,23.505,Brazilian Grand Prix,interlagos,Sergio Pérez,12,10,2,+1 Lap,True
2018,20,ocon,1,40,27.226,Brazilian Grand Prix,interlagos,Esteban Ocon,18,15,3,+1 Lap,True
2018,20,kevin_magnussen,1,41,23.115,Brazilian Grand Prix,interlagos,Kevin Magnussen,10,9,1,Finished,True
2018,20,brendon_hartley,1,49,23.422,Brazilian Grand Prix,interlagos,Brendon Hartley,16,11,5,+1 Lap,True
2018,20,sainz,2,48,23.770,Brazilian Grand Prix,interlagos,Carlos Sainz,15,12,3,+1 Lap,True
2018,20,vettel,2,53,22.683,Brazilian Grand Prix,interlagos,Sebastian Vettel,2,6,-4,Finished,True
2018,20,alonso,2,54,23.046,Brazilian Grand Prix,interlagos,Fernando Alonso,17,17,0,+2 Laps,True
2018,20,ocon,2,57,31.198,Brazilian Grand Prix,interlagos,Esteban Ocon,18,15,3,+1 Lap,True
2018,20,bottas,2,59,22.727,Brazilian Grand Prix,interlagos,Valtteri Bottas,3,5,-2,Finished,True
2018,20,stroll,2,65,24.283,Brazilian Grand Prix,interlagos,Lance Stroll,19,18,1,+2 Laps,True
2018,21,brendon_hartley,1,1,41.012,Abu Dhabi Grand Prix,yas_marina,Brendon Hartley,16,12,4,+1 Lap,True
2018,21,hamilton,1,7,21.283,Abu Dhabi Grand Prix,yas_marina,Lewis Hamilton,1,1,0,Finished,True
2018,21,leclerc,1,7,21.828,Abu Dhabi Grand Prix,yas_marina,Charles Leclerc,8,7,1,Finished,True
2018,21,grosjean,1,7,22.354,Abu Dhabi Grand Prix,yas_marina,Romain Grosjean,7,9,-2,+1 Lap,True
2018,21,vettel,1,15,22.630,Abu Dhabi Grand Prix,yas_marina,Sebastian Vettel,3,2,1,Finished,True
2018,21,bottas,1,16,21.600,Abu Dhabi Grand Prix,yas_marina,Valtteri Bottas,2,5,-3,Finished,True
2018,21,max_verstappen,1,17,21.057,Abu Dhabi Grand Prix,yas_marina,Max Verstappen,6,3,3,Finished,True
2018,21,ocon,1,18,21.979,Abu Dhabi Grand Prix,yas_marina,Esteban Ocon,9,17,-8,Engine,False
2018,21,perez,1,26,22.112,Abu Dhabi Grand Prix,yas_marina,Sergio Pérez,14,8,6,Finished,True
2018,21,alonso,1,27,21.726,Abu Dhabi Grand Prix,yas_marina,Fernando Alonso,15,11,4,+1 Lap,True
2018,21,gasly,1,29,22.493,Abu Dhabi Grand Prix,yas_marina,Pierre Gasly,17,16,1,Engine,False
